Site,Date,CO,NO2,NO2_caps,ozone,PM2.5_MO,PM2.5_FEM,RH,SO2,Temperature,Temperature_10_m,Wind_Direction_s,Wind_Direction_v,Wind_Speed_p,Wind_Speed_s,DOY,Ozone_8hr_avg,PM2.5_MO_24hr_avg,PM2.5_FEM_24hr_avg,CO_8hr_avg,PM2.5MO_SubIndex,PM2.5FEM_SubIndex,PM2.5_1hrMO_SubIndex,PM2.5_1hrFEM_SubIndex,03_SubIndex,CO_SubIndex,SO2_SubIndex,NO2_SubIndex,NO2_CAPS_SubIndex,AQI_calculated,AQI_calculated_where,AQI_Cause,AQI_bucket_calculated,precip_accum_one_hour_set_1,Fremont Bridge Total,Fremont Bridge East Sidewalk,Fremont Bridge West Sidewalk,Spokane St. Bridge Total,West,East,time_hour,time_yr,DOW,time_mn
Seattle Beacon Hill,2012-06-30 11:00:00,,,,20.0,,,82.0,,67.0,,,240.0,5.5,,2012-06-30,,,30.572727272727267,1.69055,0.0,89.64104564962935,0.0,0.0,0.0,19.210795454545455,0.0,0.0,0.0,90.0,PM2.5FEM_SubIndex,PM2.5,Satisfactory,0.76,,,,,,,,,,
Seattle Beacon Hill,2012-06-30 12:00:00,,,,20.0,,,80.0,,67.0,,,235.0,4.9,,2012-06-30,,,31.40454545454546,1.8515625,0.0,91.42606320717911,0.0,0.0,0.0,21.040482954545453,0.0,0.0,0.0,91.0,PM2.5FEM_SubIndex,PM2.5,Satisfactory,0.25,,,,,,,,,,
Seattle Beacon Hill,2012-06-30 13:00:00,,,,20.0,,,82.0,,66.0,,,248.0,4.8,,2012-06-30,,,32.31363636363636,1.9627999999999999,0.0,93.37690206788919,0.0,0.0,0.0,22.30454545454545,0.0,0.0,0.0,93.0,PM2.5FEM_SubIndex,PM2.5,Satisfactory,0.03,,,,,,,,,,
Seattle Beacon Hill,2012-06-30 14:00:00,,,,20.0,,,81.0,,67.0,,,225.0,3.8,,2012-06-30,,,32.85,2.0141375,0.0,94.52789699570816,0.0,0.0,0.0,22.887926136363635,0.0,0.0,0.0,95.0,PM2.5FEM_SubIndex,PM2.5,Satisfactory,,,,,,,,,,,
Seattle Beacon Hill,2012-06-30 15:00:00,,,,10.0,,,83.0,,66.0,,,231.0,3.9,,2012-06-30,,,33.6,2.0344375,0.0,96.137339055794,0.0,0.0,0.0,23.118607954545457,0.0,0.0,0.0,96.0,PM2.5FEM_SubIndex,PM2.5,Satisfactory,,,,,,,,,,,
Seattle Beacon Hill,2012-06-30 16:00:00,,,,10.0,,,81.0,,67.0,,,237.0,4.2,,2012-06-30,,,34.10909090909092,2.0403374999999997,0.0,97.22980881779168,0.0,0.0,0.0,23.185653409090904,0.0,0.0,0.0,97.0,PM2.5FEM_SubIndex,PM2.5,Satisfactory,0.03,,,,,,,,,,
Seattle Beacon Hill,2012-06-30 17:00:00,,,,10.0,,,86.0,,64.0,,,293.0,5.5,,2012-06-30,,,34.54090909090909,2.01285,0.0,98.15645727662894,0.0,0.0,0.0,22.873295454545453,0.0,0.0,0.0,98.0,PM2.5FEM_SubIndex,PM2.5,Satisfactory,0.03,,,,,,,,,,
Seattle Beacon Hill,2012-06-30 18:00:00,,,,10.0,,,83.0,,64.0,,,292.0,4.6,,2012-06-30,,,35.53636363636363,1.9594124999999998,0.0,100.09136592051163,0.0,0.0,0.0,22.266051136363632,0.0,0.0,0.0,100.0,PM2.5FEM_SubIndex,PM2.5,Satisfactory,,,,,,,,,,,
Seattle Beacon Hill,2012-06-30 19:00:00,,,,,,,86.0,,62.0,,,280.0,2.9,,2012-06-30,,,36.65909090909091,1.8189875,0.0,102.91228871630881,0.0,0.0,0.0,20.670312499999998,0.0,0.0,0.0,103.0,PM2.5FEM_SubIndex,PM2.5,Moderate,,,,,,,,,,,
Seattle Beacon Hill,2012-06-30 20:00:00,,,,,,,92.0,,59.0,,,272.0,2.3,,2012-06-30,,,37.650000000000006,1.7087875,0.0,105.40201005025128,0.0,0.0,0.0,19.418039772727273,0.0,0.0,0.0,105.0,PM2.5FEM_SubIndex,PM2.5,Moderate,,,,,,,,,,,
Seattle Beacon Hill,2012-06-30 21:00:00,,,,10.0,,,90.0,,59.0,,,61.0,2.5,,2012-06-30,,,38.06818181818182,1.64345,0.0,106.45271813613523,0.0,0.0,0.0,18.675568181818182,0.0,0.0,0.0,106.0,PM2.5FEM_SubIndex,PM2.5,Moderate,1.02,,,,,,,,,,
Seattle Beacon Hill,2012-06-30 22:00:00,,,,10.0,,,90.0,,58.0,,,67.0,2.9,,2012-06-30,,,38.10909090909091,1.5586,0.0,106.55550479671084,0.0,0.0,0.0,17.711363636363636,0.0,0.0,0.0,107.0,PM2.5FEM_SubIndex,PM2.5,Moderate,0.03,,,,,,,,,,
Seattle Beacon Hill,2012-06-30 23:00:00,,,,10.0,,,91.0,,57.0,,,68.0,3.4,,2012-06-30,,,37.88181818181818,1.5147875,0.0,105.98446779351302,0.0,0.0,0.0,17.213494318181816,0.0,0.0,0.0,106.0,PM2.5FEM_SubIndex,PM2.5,Moderate,0.03,,,,,,,,,,
Seattle Beacon Hill,2012-07-01 00:00:00,,,,10.0,,,92.0,,56.0,,,51.0,3.5,,2012-07-01,,,37.236363636363635,1.476925,0.0,104.36272270443125,0.0,0.0,0.0,16.783238636363638,0.0,0.0,0.0,104.0,PM2.5FEM_SubIndex,PM2.5,Moderate,,,,,,,,,,,
Seattle Beacon Hill,2012-07-01 01:00:00,,,,10.0,,,93.0,,56.0,,,53.0,3.2,,2012-07-01,,,36.42272727272727,1.4992285714285714,0.0,102.3184102329831,0.0,0.0,0.0,17.03668831168831,0.0,0.0,0.0,102.0,PM2.5FEM_SubIndex,PM2.5,Moderate,,,,,,,,,,,
Seattle Beacon Hill,2012-07-01 02:00:00,,,,10.0,,,93.0,,55.0,,,48.0,3.4,,2012-07-01,,,35.913636363636364,1.4713500000000002,0.0,101.03928734582001,0.0,0.0,0.0,16.719886363636366,0.0,0.0,0.0,101.0,PM2.5FEM_SubIndex,PM2.5,Moderate,,,,,,,,,,,
Seattle Beacon Hill,2012-07-01 03:00:00,,,,10.0,,,94.0,,55.0,,,49.0,2.3,,2012-07-01,,,35.36086956521739,1.45366,0.0,99.91602910990858,0.0,0.0,0.0,16.518863636363637,0.0,0.0,0.0,100.0,PM2.5FEM_SubIndex,PM2.5,Satisfactory,,,,,,,,,,,
Seattle Beacon Hill,2012-07-01 04:00:00,,,,10.0,,,92.0,,55.0,,,73.0,2.6,,2012-07-01,,,34.92916666666667,1.4583000000000002,0.0,98.98962804005723,0.0,0.0,0.0,16.57159090909091,0.0,0.0,0.0,99.0,PM2.5FEM_SubIndex,PM2.5,Satisfactory,,,,,,,,,,,
Seattle Beacon Hill,2012-07-01 05:00:00,,,,10.0,,,86.0,,56.0,,,285.0,1.1,,2012-07-01,,,34.4375,1.2835999999999999,0.0,97.93454935622319,0.0,0.0,0.0,14.586363636363634,0.0,0.0,0.0,98.0,PM2.5FEM_SubIndex,PM2.5,Satisfactory,,,,,,,,,,,
Seattle Beacon Hill,2012-07-01 06:00:00,,,,10.0,,,91.0,,55.0,,,53.0,2.5,,2012-07-01,,,33.291666666666664,1.206175,0.0,95.47567954220315,0.0,0.0,0.0,13.706534090909091,0.0,0.0,0.0,95.0,PM2.5FEM_SubIndex,PM2.5,Satisfactory,,,,,,,,,,,
Seattle Beacon Hill,2012-07-01 07:00:00,,,,20.0,,,99.0,,54.0,,,53.0,3.1,,2012-07-01,,,32.358333333333334,1.199025,0.0,93.47281831187411,0.0,0.0,0.0,13.62528409090909,0.0,0.0,0.0,93.0,PM2.5FEM_SubIndex,PM2.5,Satisfactory,,,,,,,,,,,
Seattle Beacon Hill,2012-07-01 08:00:00,,,,10.0,,,99.0,,55.0,,,57.0,3.5,,2012-07-01,,,31.70416666666667,1.2361,0.0,92.06902718168814,0.0,0.0,0.0,14.046590909090908,0.0,0.0,0.0,92.0,PM2.5FEM_SubIndex,PM2.5,Satisfactory,,,,,,,,,,,
Seattle Beacon Hill,2012-07-01 09:00:00,,,,20.0,,,97.0,,55.0,,,65.0,3.8,,2012-07-01,,,31.15416666666667,1.21052,0.0,90.88876967095851,0.0,0.0,0.0,13.75590909090909,0.0,0.0,0.0,91.0,PM2.5FEM_SubIndex,PM2.5,Satisfactory,,,,,,,,,,,
Seattle 10th & Weller,2014-08-11 17:00:00,1.3935,90.72,,,,36.7,,,,87.0,249.0,,,2.8,2014-08-11,,5.833333333333333,,0.42769999999999975,24.305555555555557,0.0,0.0,103.01507537688443,0.0,4.860227272727269,0.0,89.91304347826087,0.0,90.0,NO2_SubIndex,NO2,Satisfactory,,621.0,158.0,463.0,177.0,151.0,26.0,17.0,2014.0,0.0,8.0
Seattle Beacon Hill,2014-10-03 17:00:00,,,,,,10.3,58.0,,64.0,,287.0,,,2.0,2014-10-03,,31.708333333333332,,0.6258624999999999,92.07796852646638,0.0,0.0,42.91666666666667,0.0,7.112073863636362,0.0,0.0,0.0,92.0,PM2.5MO_SubIndex,PM2.5,Satisfactory,,565.0,184.0,381.0,164.0,133.0,31.0,17.0,2014.0,0.0,10.0
Seattle 10th & Weller,2014-10-03 17:00:00,1.2644000000000002,50.39,,,,26.0,,,,66.0,241.0,,,2.6,2014-10-03,,31.833333333333332,,0.6589499999999998,92.34620886981403,0.0,0.0,79.82832618025752,0.0,7.488068181818179,0.0,47.5377358490566,0.0,92.0,PM2.5MO_SubIndex,PM2.5,Satisfactory,,565.0,184.0,381.0,164.0,133.0,31.0,17.0,2014.0,0.0,10.0
Seattle Beacon Hill,2014-10-03 18:00:00,,,,,,12.3,65.0,,61.0,,318.0,,,1.0,2014-10-03,,32.541666666666664,,0.6854874999999998,93.8662374821173,0.0,0.0,50.42918454935622,0.0,7.7896306818181795,0.0,0.0,0.0,94.0,PM2.5MO_SubIndex,PM2.5,Satisfactory,,409.0,151.0,258.0,92.0,79.0,13.0,18.0,2014.0,0.0,10.0
Seattle 10th & Weller,2014-10-03 18:00:00,1.374,46.68,,,,22.5,,,,64.0,227.0,,,2.2,2014-10-03,,33.958333333333336,,0.7111499999999998,96.9062947067239,0.0,0.0,72.3175965665236,0.0,8.081249999999997,0.0,44.0377358490566,0.0,97.0,PM2.5MO_SubIndex,PM2.5,Satisfactory,,409.0,151.0,258.0,92.0,79.0,13.0,18.0,2014.0,0.0,10.0
Seattle Beacon Hill,2014-10-03 19:00:00,,,,,,13.5,74.0,,59.0,,81.0,,,2.0,2014-10-03,,36.041666666666664,,0.7204374999999997,101.3609715242881,0.0,0.0,53.00429184549356,0.0,8.18678977272727,0.0,0.0,0.0,101.0,PM2.5MO_SubIndex,PM2.5,Moderate,,166.0,75.0,91.0,22.0,14.0,8.0,19.0,2014.0,0.0,10.0
Seattle 10th & Weller,2014-10-03 19:00:00,1.4643,48.24,,,,25.3,,,,62.0,170.0,,,1.7,2014-10-03,,37.791666666666664,,0.6776999999999999,105.75795644891122,0.0,0.0,78.32618025751074,0.0,7.701136363636362,0.0,45.509433962264154,0.0,106.0,PM2.5MO_SubIndex,PM2.5,Moderate,,166.0,75.0,91.0,22.0,14.0,8.0,19.0,2014.0,0.0,10.0
Seattle 10th & Weller,2014-10-03 20:00:00,1.6238,45.84,,,,26.5,,,,61.0,200.0,,,1.7,2014-10-03,,39.5,,0.6459499999999999,110.05025125628141,0.0,0.0,80.90128755364807,0.0,7.340340909090908,0.0,43.24528301886793,0.0,110.0,PM2.5MO_SubIndex,PM2.5,Moderate,,86.0,43.0,43.0,22.0,19.0,3.0,20.0,2014.0,0.0,10.0
Seattle Beacon Hill,2014-10-03 20:00:00,,,,,,12.0,86.0,,59.0,,74.0,,,1.6,2014-10-03,,41.375,,0.6084249999999999,114.76130653266331,0.0,0.0,50.0,0.0,6.913920454545453,0.0,0.0,0.0,115.0,PM2.5MO_SubIndex,PM2.5,Moderate,,86.0,43.0,43.0,22.0,19.0,3.0,20.0,2014.0,0.0,10.0
Seattle Beacon Hill,2014-10-03 21:00:00,,,,,,11.0,92.0,,57.0,,68.0,,,1.6,2014-10-03,,43.25,,0.5709749999999999,119.47236180904522,0.0,0.0,45.833333333333336,0.0,6.488352272727272,0.0,0.0,0.0,119.0,PM2.5MO_SubIndex,PM2.5,Moderate,,48.0,18.0,30.0,6.0,6.0,0.0,21.0,2014.0,0.0,10.0
Seattle 10th & Weller,2014-10-03 21:00:00,1.5615999999999999,43.42,,,,23.7,,,,60.0,199.0,,,1.6,2014-10-03,,44.916666666666664,,0.5398124999999998,123.65996649916248,0.0,0.0,74.89270386266095,0.0,6.134232954545452,0.0,40.9622641509434,0.0,124.0,PM2.5MO_SubIndex,PM2.5,Moderate,,48.0,18.0,30.0,6.0,6.0,0.0,21.0,2014.0,0.0,10.0
Seattle 10th & Weller,2014-10-03 22:00:00,1.145,34.88,,,,18.1,,,,59.0,273.0,,,1.5,2014-10-03,,46.333333333333336,,0.5101374999999998,127.21943048576216,0.0,0.0,62.875536480686705,0.0,5.797017045454543,0.0,32.905660377358494,0.0,127.0,PM2.5MO_SubIndex,PM2.5,Moderate,,54.0,29.0,25.0,7.0,2.0,5.0,22.0,2014.0,0.0,10.0
Seattle Beacon Hill,2014-10-03 22:00:00,,,,,,13.1,92.0,,57.0,,50.0,,,2.2,2014-10-03,,47.583333333333336,,0.48999999999999977,130.36013400335008,0.0,0.0,52.14592274678112,0.0,5.568181818181816,0.0,0.0,0.0,130.0,PM2.5MO_SubIndex,PM2.5,Moderate,,54.0,29.0,25.0,7.0,2.0,5.0,22.0,2014.0,0.0,10.0
Seattle 10th & Weller,2014-10-03 23:00:00,1.1947999999999999,30.33,,,,17.3,,,,59.0,159.0,,,1.3,2014-10-03,,48.958333333333336,,0.4766624999999998,133.81490787269684,0.0,0.0,61.1587982832618,0.0,5.416619318181816,0.0,28.61320754716981,0.0,134.0,PM2.5MO_SubIndex,PM2.5,Moderate,,31.0,21.0,10.0,8.0,7.0,1.0,23.0,2014.0,0.0,10.0
Seattle Beacon Hill,2014-10-03 23:00:00,,,,,,12.1,89.0,,58.0,,69.0,,,2.8,2014-10-03,,50.125,,0.48009999999999986,136.7462311557789,0.0,0.0,50.0,0.0,5.455681818181817,0.0,0.0,0.0,137.0,PM2.5MO_SubIndex,PM2.5,Moderate,,31.0,21.0,10.0,8.0,7.0,1.0,23.0,2014.0,0.0,10.0
Seattle 10th & Weller,2014-10-04 00:00:00,0.7004,28.63,,,,18.1,,,,58.0,247.0,,,1.5,2014-10-04,,50.958333333333336,,0.45336249999999984,138.84003350083754,0.0,0.0,62.875536480686705,0.0,5.151846590909089,0.0,27.00943396226415,0.0,139.0,PM2.5MO_SubIndex,PM2.5,Moderate,,28.0,14.0,14.0,6.0,4.0,2.0,0.0,2014.0,1.0,10.0
Seattle Beacon Hill,2014-10-04 00:00:00,,,,,,14.8,89.0,,58.0,,143.0,,,1.8,2014-10-04,,51.583333333333336,,0.4401749999999998,140.4103852596315,0.0,0.0,55.79399141630901,0.0,5.0019886363636346,0.0,0.0,0.0,140.0,PM2.5MO_SubIndex,PM2.5,Moderate,,28.0,14.0,14.0,6.0,4.0,2.0,0.0,2014.0,1.0,10.0
Seattle 10th & Weller,2014-10-04 01:00:00,0.5805,30.1,,,,21.2,,,,59.0,254.0,,,1.7,2014-10-04,,52.166666666666664,,0.43326249999999983,141.87604690117251,0.0,0.0,69.52789699570816,0.0,4.923437499999998,0.0,28.39622641509434,0.0,142.0,PM2.5MO_SubIndex,PM2.5,Moderate,,12.0,7.0,5.0,4.0,2.0,2.0,1.0,2014.0,1.0,10.0
Seattle Beacon Hill,2014-10-04 01:00:00,,,,,,10.1,90.0,,58.0,,272.0,,,2.1,2014-10-04,,53.208333333333336,,0.4727499999999998,144.49329983249584,0.0,0.0,42.083333333333336,0.0,5.372159090909088,0.0,0.0,0.0,144.0,PM2.5MO_SubIndex,PM2.5,Moderate,,12.0,7.0,5.0,4.0,2.0,2.0,1.0,2014.0,1.0,10.0
Seattle 10th & Weller,2014-10-04 02:00:00,0.44730000000000003,28.54,,,,17.7,,,,57.0,268.0,,,2.1,2014-10-04,,54.208333333333336,,0.49642499999999984,147.0058626465662,0.0,0.0,62.01716738197425,0.0,5.6411931818181795,0.0,26.92452830188679,0.0,147.0,PM2.5MO_SubIndex,PM2.5,Moderate,,6.0,2.0,4.0,3.0,3.0,0.0,2.0,2014.0,1.0,10.0
Seattle Beacon Hill,2014-10-04 02:00:00,,,,,,20.8,90.0,,57.0,,318.0,,,1.7,2014-10-04,,54.833333333333336,,0.5274749999999998,148.57621440536013,0.0,0.0,68.66952789699572,0.0,5.994034090909088,0.0,0.0,0.0,149.0,PM2.5MO_SubIndex,PM2.5,Moderate,,6.0,2.0,4.0,3.0,3.0,0.0,2.0,2014.0,1.0,10.0
Seattle 10th & Weller,2014-10-04 03:00:00,0.4451,28.09,,,,20.0,,,,57.0,254.0,,,1.3,2014-10-04,,54.583333333333336,,0.5543999999999998,147.94807370184256,0.0,0.0,66.95278969957081,0.0,6.299999999999997,0.0,26.5,0.0,148.0,PM2.5MO_SubIndex,PM2.5,Moderate,,5.0,3.0,2.0,2.0,0.0,2.0,3.0,2014.0,3.0,10.0
Seattle Beacon Hill,2014-10-04 03:00:00,,,,,,20.5,91.0,,57.0,,46.0,,,2.0,2014-10-04,,53.5,,0.5890124999999998,145.22613065326635,0.0,0.0,68.02575107296138,0.0,6.693323863636362,0.0,0.0,0.0,145.0,PM2.5MO_SubIndex,PM2.5,Moderate,,5.0,3.0,2.0,2.0,0.0,2.0,3.0,2014.0,3.0,10.0
Seattle Beacon Hill,2014-10-04 04:00:00,,,,,,9.5,92.0,,57.0,,92.0,,,3.3,2014-10-04,,53.208333333333336,,0.6653374999999998,144.49329983249584,0.0,0.0,39.583333333333336,0.0,7.560653409090906,0.0,0.0,0.0,144.0,PM2.5MO_SubIndex,PM2.5,Moderate,,5.0,3.0,2.0,0.0,0.0,0.0,4.0,2014.0,3.0,10.0
Seattle 10th & Weller,2014-10-04 04:00:00,0.5047,26.25,,,,13.1,,,,58.0,90.0,,,1.3,2014-10-04,,53.375,,0.7353999999999998,144.91206030150755,0.0,0.0,52.14592274678112,0.0,8.356818181818179,0.0,24.764150943396228,0.0,145.0,PM2.5MO_SubIndex,PM2.5,Moderate,,5.0,3.0,2.0,0.0,0.0,0.0,4.0,2014.0,3.0,10.0
Seattle Beacon Hill,2014-10-04 05:00:00,,,,,,12.3,95.0,,57.0,,118.0,,,2.5,2014-10-04,,53.916666666666664,,0.8048624999999998,146.27303182579564,0.0,0.0,50.42918454935622,0.0,9.146164772727271,0.0,0.0,0.0,146.0,PM2.5MO_SubIndex,PM2.5,Moderate,,6.0,4.0,2.0,4.0,0.0,4.0,5.0,2014.0,3.0,10.0
Seattle 10th & Weller,2014-10-04 05:00:00,0.7906,31.19,,,,16.0,,,,58.0,280.0,,,2.0,2014-10-04,,54.416666666666664,,0.8374249999999999,147.52931323283082,0.0,0.0,58.36909871244635,0.0,9.51619318181818,0.0,29.424528301886795,0.0,148.0,PM2.5MO_SubIndex,PM2.5,Moderate,,6.0,4.0,2.0,4.0,0.0,4.0,5.0,2014.0,3.0,10.0
Seattle 10th & Weller,2014-10-04 06:00:00,0.9289,32.01,,,,17.0,,,,57.0,229.0,,,2.1,2014-10-04,,54.625,,0.8869749999999998,148.05276381909547,0.0,0.0,60.51502145922747,0.0,10.07926136363636,0.0,30.19811320754717,0.0,148.0,PM2.5MO_SubIndex,PM2.5,Moderate,,20.0,10.0,10.0,10.0,2.0,8.0,6.0,2014.0,3.0,10.0
Seattle Beacon Hill,2014-10-04 06:00:00,,,,,,18.3,95.0,,55.0,,194.0,,,1.7,2014-10-04,,54.958333333333336,,0.9443374999999999,148.89028475711893,0.0,0.0,63.30472103004292,0.0,10.731107954545454,0.0,0.0,0.0,149.0,PM2.5MO_SubIndex,PM2.5,Moderate,,20.0,10.0,10.0,10.0,2.0,8.0,6.0,2014.0,3.0,10.0
Seattle Beacon Hill,2014-10-04 07:00:00,,,,,,19.5,94.0,,56.0,,35.0,,,1.9,2014-10-04,,55.625,,1.0093249999999998,150.06585879873552,0.0,0.0,65.87982832618026,0.0,11.46960227272727,0.0,0.0,0.0,150.0,PM2.5MO_SubIndex,PM2.5,Moderate,,49.0,26.0,23.0,12.0,3.0,9.0,7.0,2014.0,3.0,10.0
Seattle 10th & Weller,2014-10-04 07:00:00,1.1005999999999998,27.1,,,,20.7,,,,58.0,214.0,,,2.1,2014-10-04,,56.0,,1.0658874999999999,150.26343519494205,0.0,0.0,68.4549356223176,0.0,12.112357954545454,0.0,25.566037735849058,0.0,150.0,PM2.5MO_SubIndex,PM2.5,Moderate,,49.0,26.0,23.0,12.0,3.0,9.0,7.0,2014.0,3.0,10.0
Seattle Beacon Hill,2014-10-04 08:00:00,,,,,,17.3,87.0,,59.0,,294.0,,,2.2,2014-10-04,,56.166666666666664,,1.1133875,150.3512469265894,0.0,0.0,61.1587982832618,0.0,12.652130681818182,0.0,0.0,0.0,150.0,PM2.5MO_SubIndex,PM2.5,Moderate,,83.0,44.0,39.0,36.0,11.0,25.0,8.0,2014.0,3.0,10.0
Seattle 10th & Weller,2014-10-04 08:00:00,1.0909,35.73,,,,19.2,,,,59.0,251.0,,,2.9,2014-10-04,,56.125,,1.1164625,150.32929399367757,0.0,0.0,65.23605150214593,0.0,12.687073863636362,0.0,33.70754716981132,0.0,150.0,PM2.5MO_SubIndex,PM2.5,Moderate,,83.0,44.0,39.0,36.0,11.0,25.0,8.0,2014.0,3.0,10.0
Seattle Beacon Hill,2014-10-04 09:00:00,,,,,,20.8,84.0,,60.0,,288.0,,,2.2,2014-10-04,,56.041666666666664,,1.10425,150.28538812785388,0.0,0.0,68.66952789699572,0.0,12.548295454545453,0.0,0.0,0.0,150.0,PM2.5MO_SubIndex,PM2.5,Moderate,,128.0,82.0,46.0,43.0,17.0,26.0,9.0,2014.0,3.0,10.0
Seattle 10th & Weller,2014-10-04 09:00:00,1.1385999999999998,36.39,,,,25.7,,,,62.0,216.0,,,3.0,2014-10-04,,55.916666666666664,,1.0546624999999998,150.21952932911836,0.0,0.0,79.18454935622319,0.0,11.984801136363634,0.0,34.33018867924528,0.0,150.0,PM2.5MO_SubIndex,PM2.5,Moderate,,128.0,82.0,46.0,43.0,17.0,26.0,9.0,2014.0,3.0,10.0
Seattle 10th & Weller,2014-10-04 10:00:00,1.0058,38.38,,,,23.2,,,,62.0,269.0,,,3.8,2014-10-04,,56.125,,0.9940749999999998,150.32929399367757,0.0,0.0,73.8197424892704,0.0,11.296306818181815,0.0,36.20754716981132,0.0,150.0,PM2.5MO_SubIndex,PM2.5,Moderate,,119.0,70.0,49.0,39.0,20.0,19.0,10.0,2014.0,3.0,10.0
Seattle Beacon Hill,2014-10-04 10:00:00,,,,,,20.2,77.0,,63.0,,266.0,,,3.3,2014-10-04,,56.416666666666664,,0.9309999999999998,150.4829645240604,0.0,0.0,67.38197424892704,0.0,10.579545454545451,0.0,0.0,0.0,150.0,PM2.5MO_SubIndex,PM2.5,Moderate,,119.0,70.0,49.0,39.0,20.0,19.0,10.0,2014.0,3.0,10.0
Seattle Beacon Hill,2014-10-04 11:00:00,,,,,,20.0,75.0,,64.0,,293.0,,,2.7,2014-10-04,,56.375,,0.8739874999999998,150.46101159114858,0.0,0.0,66.95278969957081,0.0,9.931676136363635,0.0,0.0,0.0,150.0,PM2.5MO_SubIndex,PM2.5,Moderate,,163.0,94.0,69.0,66.0,42.0,24.0,11.0,2014.0,3.0,10.0
Seattle 10th & Weller,2014-10-04 11:00:00,0.9913,39.35,,,,20.7,,,,64.0,265.0,,,3.0,2014-10-04,,56.791666666666664,,0.8606624999999999,150.68054092026694,0.0,0.0,68.4549356223176,0.0,9.780255681818181,0.0,37.12264150943396,0.0,151.0,PM2.5MO_SubIndex,PM2.5,Moderate,,163.0,94.0,69.0,66.0,42.0,24.0,11.0,2014.0,3.0,10.0
Seattle 10th & Weller,2014-10-04 12:00:00,0.8551,45.29,,,,27.5,,,,66.0,276.0,,,3.9,2014-10-04,,57.875,,0.8217749999999998,151.25131717597472,0.0,0.0,83.04721030042919,0.0,9.33835227272727,0.0,42.72641509433962,0.0,151.0,PM2.5MO_SubIndex,PM2.5,Moderate,,163.0,110.0,53.0,44.0,24.0,20.0,12.0,2014.0,3.0,10.0
Seattle Beacon Hill,2014-10-04 12:00:00,,,,,,15.3,70.0,,66.0,,281.0,,,4.1,2014-10-04,,58.791666666666664,,0.8263124999999998,151.73428170003513,0.0,0.0,56.866952789699575,0.0,9.38991477272727,0.0,0.0,0.0,152.0,PM2.5MO_SubIndex,PM2.5,Moderate,,163.0,110.0,53.0,44.0,24.0,20.0,12.0,2014.0,3.0,10.0
Seattle Beacon Hill,2014-10-04 13:00:00,,,,10.0,,15.5,66.0,,66.0,,297.0,,,3.8,2014-10-04,,60.208333333333336,,0.8521999999999998,152.48068141903758,0.0,0.0,57.2961373390558,0.0,9.684090909090907,0.0,0.0,0.0,152.0,PM2.5MO_SubIndex,PM2.5,Moderate,,192.0,107.0,85.0,37.0,13.0,24.0,13.0,2014.0,3.0,10.0
Seattle 10th & Weller,2014-10-04 13:00:00,0.9996,38.97,,,,21.5,,,,67.0,269.0,,,3.3,2014-10-04,,61.208333333333336,,0.8847499999999998,153.00755180892168,0.0,0.0,70.1716738197425,0.0,10.05397727272727,0.0,36.764150943396224,0.0,153.0,PM2.5MO_SubIndex,PM2.5,Moderate,,192.0,107.0,85.0,37.0,13.0,24.0,13.0,2014.0,3.0,10.0
Seattle 10th & Weller,2014-10-04 14:00:00,1.111,43.81,,,,22.2,,,,68.0,263.0,,,3.1,2014-10-04,,62.333333333333336,,0.9328749999999998,153.60028099754126,0.0,0.0,71.67381974248927,0.0,10.60085227272727,0.0,41.33018867924529,0.0,154.0,PM2.5MO_SubIndex,PM2.5,Moderate,,178.0,88.0,90.0,44.0,18.0,26.0,14.0,2014.0,3.0,10.0
Seattle Beacon Hill,2014-10-04 14:00:00,,,,10.0,,13.1,62.0,,68.0,,290.0,,,2.3,2014-10-04,,63.333333333333336,,0.9592249999999998,154.12715138742536,0.0,0.0,52.14592274678112,0.0,10.900284090909087,0.0,0.0,0.0,154.0,PM2.5MO_SubIndex,PM2.5,Moderate,,178.0,88.0,90.0,44.0,18.0,26.0,14.0,2014.0,3.0,10.0
Seattle Beacon Hill,2014-10-04 15:00:00,,,,10.0,,16.7,62.0,,68.0,,295.0,,,3.4,2014-10-04,,64.125,,0.9676999999999998,154.54425711275027,0.0,0.0,59.871244635193136,0.0,10.996590909090907,0.0,0.0,0.0,155.0,PM2.5MO_SubIndex,PM2.5,Moderate,,161.0,87.0,74.0,38.0,14.0,24.0,15.0,2014.0,3.0,10.0
Seattle 10th & Weller,2014-10-04 15:00:00,1.1822000000000001,42.6,,,,22.5,,,,67.0,262.0,,,3.6,2014-10-04,,63.958333333333336,,0.9098374999999997,154.45644538110292,0.0,0.0,72.3175965665236,0.0,10.339062499999997,0.0,40.18867924528302,0.0,154.0,PM2.5MO_SubIndex,PM2.5,Moderate,,161.0,87.0,74.0,38.0,14.0,24.0,15.0,2014.0,3.0,10.0
Seattle Beacon Hill,2014-10-04 16:00:00,,,,,,17.1,66.0,,67.0,,293.0,,,4.2,2014-10-04,,63.625,,0.8826249999999999,154.28082191780823,0.0,0.0,60.72961373390558,0.0,10.029829545454543,0.0,0.0,0.0,154.0,PM2.5MO_SubIndex,PM2.5,Moderate,,163.0,84.0,79.0,42.0,23.0,19.0,16.0,2014.0,3.0,10.0
